date,AWND,PRCP,TMAX,TMIN,daily_consumption
4/7/2008,4.8,0,10.6,5,1538.838
4/8/2008,3.9,0,14.4,5,2657.516
4/9/2008,2.1,0.5,14.4,4.4,1218.852
4/10/2008,1.6,0,23.9,8.9,1477.746
4/11/2008,3,2,16.1,9.4,1877.664
4/12/2008,2.2,8.6,24.4,8.9,2800.014
4/13/2008,3.8,0,13.3,6.1,2232.986
4/14/2008,2.8,0,14.4,3.3,1589.582
4/15/2008,2.4,0,16.1,5.6,1670.406
4/16/2008,2.1,0,20,7.2,1489.064
4/17/2008,1.7,0,22.8,7.8,1395.862
4/18/2008,1.4,0,28.9,10.6,1862.39
4/19/2008,3.2,0,23.3,11.1,2253.71
4/20/2008,4.4,0,17.8,9.4,1791.418
4/21/2008,5.1,0,17.2,8.3,1164.156
4/22/2008,2.7,0,22.2,8.9,1627.676
4/23/2008,2,0,25.6,11.7,1357.328
4/24/2008,2.5,0,26.1,17.2,1043.772
4/25/2008,2.5,0,21.7,13.3,1267.734
4/26/2008,3.4,0.3,17.8,10.6,903.166
4/27/2008,1.9,1,13.3,8.3,1008.24
4/28/2008,3.1,30,14.4,8.3,659.052
4/29/2008,3.1,1,13.9,7.8,1972.616
4/30/2008,2.9,0,13.9,5.6,1101.726
5/1/2008,2.6,1.5,15.6,6.7,576.014
5/2/2008,4.3,3.8,12.2,9.4,1497.768
5/3/2008,5.5,0,14.4,8.3,1289.6
5/4/2008,2.3,0.8,21.7,8.9,1470.97
5/5/2008,2.2,0,22.8,10,1366.932
5/6/2008,1.2,0,26.1,10.6,1789.98
5/7/2008,2.3,0,24.4,13.3,1176.264
5/8/2008,2.8,0.8,22.8,17.2,2116.698
5/9/2008,5,32.3,17.8,8.9,1747.272
5/10/2008,1.9,0,18.9,8.9,1909.128
5/11/2008,3.3,0,16.7,9.4,1610.92
5/12/2008,6.5,8.4,12.2,7.2,1524.204
5/13/2008,3.5,0,22.2,10,1476.894
5/14/2008,2.4,0,24.4,10,1584.262
5/15/2008,1.5,0,23.9,11.7,1162.768
5/16/2008,3.9,24.1,16.7,9.4,1648.03
5/17/2008,2.9,1,22.2,8.3,1657.454
5/18/2008,2.1,3.8,18.9,11.1,1803.958
5/19/2008,3.4,0,15,9.4,1030.262
5/20/2008,2.2,11.4,13.3,8.9,1581.334
5/21/2008,1.8,0,20,8.3,1324.112
5/22/2008,2.9,2,15.6,8.3,976.868
5/23/2008,3.6,0,20.6,9.4,1484.916
5/24/2008,2.1,0,21.7,11.7,1580.176
5/25/2008,2.1,0,25,11.7,2048.504
5/26/2008,3.1,0,26.7,14.4,1289.71
5/27/2008,3.1,5.8,28.3,15.6,1708.7
5/28/2008,3,0,20,11.7,1114.372
5/29/2008,2.3,0,23.9,10,1135.076
5/30/2008,2.1,0,27.8,14.4,1397.244
5/31/2008,2.6,6.1,24.4,17.8,1641.47
6/1/2008,2.8,0,27.8,18.3,1848.876
6/2/2008,2.7,0,26.7,15.6,1074.012
6/3/2008,1.9,0,28.9,17.8,1597.816
6/4/2008,2.2,17,21.7,13.9,1588.912
6/5/2008,2.6,0.3,23.3,16.1,1120.078
6/6/2008,2,0,23.3,15,1217.714
6/7/2008,1.8,0,34.4,16.1,1882.484
6/8/2008,2.1,2.5,33.9,23.3,1542.322
6/9/2008,2.7,0,35.6,24.4,1325.698
6/10/2008,2.1,1,35.6,20.6,1067.09
6/11/2008,2,0,29.4,21.1,1123.206
6/12/2008,2.2,0,29.4,20.6,1259.332
6/13/2008,2.1,0,28.3,18.9,1874.28
6/14/2008,1.4,51.1,31.7,20,1384.92
6/15/2008,1.6,2,28.3,18.3,2289.102
6/16/2008,1.7,5.3,25.6,16.1,1303.044
6/17/2008,2.7,0,23.9,16.1,1145.084
6/18/2008,1.6,1.8,22.8,13.9,1893.608
6/19/2008,1.8,0,24.4,13.9,1588.082
6/20/2008,1.6,5.1,26.1,16.1,1676.104
6/21/2008,1.4,0,28.3,15.6,1734.254
6/22/2008,2.7,1.3,26.1,20.6,1566.416
6/23/2008,1.2,1.5,26.1,20.6,1251.796
6/24/2008,2.6,2.5,26.7,17.8,1754.452
6/25/2008,2.5,0,28.3,17.2,1261.77
6/26/2008,2.2,0.8,27.2,21.7,1056.02
6/27/2008,1.7,0,28.3,22.8,1755.152
6/28/2008,1.2,11.9,31.7,22.2,1208.8
6/29/2008,2.1,15,31.1,21.1,749.352
6/30/2008,2,0.3,28.3,21.1,804.196
7/1/2008,2.1,0,29.4,21.1,1215.24
7/2/2008,2.1,0,29.4,19.4,1147.202
7/3/2008,3,0,31.7,21.7,1098.36
7/4/2008,1.2,8.1,25.6,20.6,942.02
7/5/2008,1.1,6.4,23.3,20,1469.088
7/6/2008,2,0,26.1,20,1805.064
7/7/2008,1.6,0,27.8,21.1,983.39
7/8/2008,2.9,0,31.7,22.8,1126.214
7/9/2008,2.8,1.3,29.4,23.3,919.318
7/10/2008,2.6,0,29.4,21.7,1251.276
7/11/2008,1.9,0,30.6,18.9,1254.216
7/12/2008,2.4,0,29.4,21.7,1328.852
7/13/2008,3.2,0,28.9,21.7,1253.754
7/14/2008,1.4,11.9,27.2,19.4,1137.926
7/15/2008,1.6,0,31.7,21.1,1155.86
7/16/2008,1.4,0,33.3,21.1,1077.062
7/17/2008,1.5,0,33.9,22.2,1319.122
7/18/2008,2.1,0,34.4,23.3,1261.584
7/19/2008,2.8,0,35.6,25.6,1344.014
7/20/2008,3.1,0.3,34.4,23.9,941.534
7/21/2008,2.5,0.3,33.3,22.8,1156.478
7/22/2008,2.8,0.3,30.6,22.8,740.242
7/23/2008,2.2,25.4,26.7,20.6,942.63
7/24/2008,2.9,16.8,27.2,20.6,1093.45
7/25/2008,1.6,0,30,18.9,865.534
7/26/2008,2.6,0,30.6,21.7,815.684
7/27/2008,2.1,1.5,28.3,19.4,1147.396
7/28/2008,1.1,0,30,18.9,825.804
7/29/2008,1.9,0,31.7,22.2,1166.558
7/30/2008,1.7,0,30.6,22.2,1299.908
7/31/2008,1.8,0,31.7,23.9,1392.638
8/1/2008,1.5,0,32.2,23.3,739.576
8/2/2008,1.4,13,27.2,19.4,505.776
8/3/2008,2.7,0,28.9,17.8,504.782
8/4/2008,2.6,0,29.4,20,1125.92
8/5/2008,2.2,1,30,20.6,827.118
8/6/2008,2.4,8.4,30.6,21.1,326.112
8/7/2008,1.9,2,30,18.9,334.884
8/8/2008,2.2,4.3,26.7,17.8,302.2
8/9/2008,1.9,0,27.2,17.2,358.924
8/10/2008,2.1,1,27.2,18.3,352.032
8/11/2008,1.9,30,22.8,15,371.916
8/12/2008,2.5,0,27.8,15.6,288.984
8/13/2008,1.6,0,28.3,17.8,282.584
8/14/2008,1.4,12.7,30,17.8,270.258
8/15/2008,1,14,26.7,17.8,273.654
8/16/2008,1.4,0,27.2,17.2,274.814
8/17/2008,2,0,28.3,18.3,274.796
8/18/2008,2.8,0,30.6,21.1,273.758
8/19/2008,2.9,0,28.3,18.3,274.692
8/20/2008,1.9,0,25.6,14.4,268.472
8/21/2008,1.5,0,27.8,16.7,261.298
8/22/2008,1.4,0,28.3,18.9,267.124
8/23/2008,1.7,0,27.2,18.9,254.642
8/24/2008,2.2,0,27.8,20,254.716
8/25/2008,2.6,0,29.4,19.4,250.298
8/26/2008,2.7,0,26.7,16.1,257.564
8/27/2008,2.3,0,26.1,16.1,258.114
8/28/2008,1.8,0,28.9,17.2,268.246
8/29/2008,2.2,0,27.2,19.4,267.588
8/30/2008,1.1,55.4,28.3,19.4,270.424
8/31/2008,1.7,0,28.9,18.3,1500.614
9/1/2008,1.8,0,28.9,17.8,1247.51
9/2/2008,2.2,0,31.1,20,1384.154
9/3/2008,2.2,0,28.3,20,1388.486
9/4/2008,2.1,0,32.2,21.1,1225.22
9/5/2008,3,7.1,30,22.2,873.96
9/6/2008,3.4,82.8,27.2,21.1,1868.574
9/7/2008,3,0,26.7,19.4,1372.656
9/8/2008,1.7,0,27.2,17.8,1309.324
9/9/2008,2.2,11.4,23.9,18.3,1159.654
9/10/2008,2.4,0,22.8,15,1300.764
9/11/2008,2,0,22.2,16.1,1028.714
9/12/2008,2.2,9.9,21.1,17.2,1392.762
9/13/2008,0.7,0,27.2,18.3,1631.436
9/14/2008,2.2,0,31.1,21.1,1576.326
9/15/2008,3.5,0,28.3,18.3,1697.708
9/16/2008,1.8,0,21.1,16.1,1221.862
9/17/2008,1,0,23.3,13.9,1519.21
9/18/2008,3.3,0,22.8,15,1505.29
9/19/2008,3.9,0,18.9,11.1,1518.846
9/20/2008,1.6,0,20.6,10.6,1304.6
9/21/2008,1,0,26.7,13.3,1533.07
9/22/2008,3.2,0,23.3,15.6,1358.564
9/23/2008,2.5,0,21.1,12.2,1232.788
9/24/2008,2.6,0,20.6,12.8,1718.35
9/25/2008,5.2,3.8,18.3,12.8,1131.22
9/26/2008,5.1,59.4,18.9,13.3,1431.45
9/27/2008,3,0.3,20.6,17.2,2127.446
9/28/2008,0.8,4.3,21.7,18.9,1731.104
9/29/2008,2.1,0,23.3,16.1,1501.738
9/30/2008,0.9,0,20.6,15,1375.006
10/1/2008,1.4,7.6,21.7,13.9,1872.364
10/2/2008,3.3,0,16.7,11.1,1345.342
10/3/2008,2.6,0,16.7,10.6,1612.58
10/4/2008,1.5,0,16.1,8.3,2100.496
10/5/2008,1.9,8.1,16.7,11.1,1549.95
10/6/2008,2.3,0,17.8,8.3,1423.782
10/7/2008,1.4,0,17.2,6.7,1726.568
10/8/2008,1.9,0.3,17.8,8.3,1860.576
10/9/2008,2.8,1,23.9,14.4,1983.682
10/10/2008,1.4,0,22.2,14.4,1518.338
10/11/2008,1.3,0,20.6,11.1,1669.386
10/12/2008,1.4,0,21.1,11.7,1907.94
10/13/2008,1.6,0,23.3,14.4,1461.976
10/14/2008,1.8,0,20,14.4,1609.056
10/15/2008,1,0,21.1,13.9,2156.896
10/16/2008,2.4,0,23.9,12.8,1583.68
10/17/2008,3,0,15.6,10,1866.886
10/18/2008,4,0,14.4,6.1,2239.19
10/19/2008,3.6,0,12.8,5.6,1971.934
10/20/2008,2.1,0,15.6,5,1667.554
10/21/2008,3.8,0.3,16.1,7.2,2063.716
10/22/2008,4.3,0,11.7,5,1646.01
10/23/2008,2.3,0,11.7,4.4,1830.494
10/24/2008,1.4,0,13.9,3.9,2133.226
10/25/2008,3.8,23.9,18.3,11.7,1523.156
10/26/2008,2.4,0,16.7,8.9,523.492
10/27/2008,1.9,2,17.8,7.8,523.892
10/28/2008,5,48.8,8.3,3.9,1327.29
10/29/2008,4.2,0,7.8,3.3,1612.576
10/30/2008,3.1,0,8.9,2.2,1098.6
10/31/2008,2.6,0,16.1,4.4,1285.832
11/1/2008,2,0,18.9,10,830.498
11/2/2008,3.5,0,10,3.3,910.614
11/3/2008,0.7,0.3,14.4,7.2,847.6
11/4/2008,0.6,0,17.2,9.4,1562.316
11/5/2008,4.1,7.4,17.8,12.2,3134.93
11/6/2008,4.7,3.3,16.7,14.4,1588.438
11/7/2008,1.2,0,17.8,14.4,1619.184
11/8/2008,2.3,7.6,15.6,11.7,1733.138
11/9/2008,3,0,13.3,8.3,2578.538
11/10/2008,3.9,0,10.6,5.6,2091.88
11/11/2008,3.1,0,10.6,2.8,2455.95
11/12/2008,1.5,0,10,4.4,2186.494
11/13/2008,2.3,13.5,14.4,7.2,1238.46
11/14/2008,1.4,2.5,17.8,13.9,1621.738
11/15/2008,2.9,18.8,19.4,14.4,3031.628
11/16/2008,5,3.8,15.6,4.4,2365.432
11/17/2008,2.9,0,8.3,2.2,1523.636
11/18/2008,3.7,0,5,-1.7,1749.05
11/19/2008,3.4,0,2.8,-3.3,1840.238
11/20/2008,2.6,0,3.3,-1.1,1692.336
11/21/2008,3.1,0,3.3,-3.9,1673.93
11/22/2008,4.7,0,0,-5,1711.368
11/23/2008,2.7,0,2.2,-4.4,3405.324
11/24/2008,3.3,4.1,10,0.6,3212.998
11/25/2008,2.7,10.4,8.3,2.2,2702.85
11/26/2008,3,0,7.2,2.2,1515.954
11/27/2008,2.6,0,6.7,1.7,2362.218
11/28/2008,3.3,0,9.4,3.9,1885.964
11/29/2008,2.4,0,7.8,1.7,2434.668
11/30/2008,4.7,18.3,6.1,2.2,2401.388
12/1/2008,3.8,2.8,12.8,6.1,1616.538
12/2/2008,3.1,0,7.2,1.7,1793.444
12/3/2008,2.8,0,5.6,0,1755.164
12/4/2008,3.3,0.8,10,3.9,1738.638
12/5/2008,2.2,0,5,0,2058.618
12/6/2008,2.2,0.5,2.2,-2.2,2523.836
12/7/2008,4.8,0,2.2,-6.7,2466.74
12/8/2008,3.3,0,-1.1,-7.2,1868.636
12/9/2008,3.3,0,14.4,-1.1,2003.144
12/10/2008,3.7,6.9,18.3,6.1,2111.02
12/11/2008,5.3,59.7,6.1,2.8,1432.522
12/12/2008,4,23.6,6.7,0,1815.534
12/13/2008,3.3,0,0,-2.8,1825.574
12/14/2008,2.9,0,9.4,-1.7,2002.12
12/15/2008,3,0.3,19.4,8.9,1795.45
12/16/2008,3.4,7.1,14.4,-1.1,1797.09
12/17/2008,3.1,10.7,5.6,0,2098.786
12/18/2008,1.8,0,5.6,2.2,1736.94
12/19/2008,4.6,23.6,2.8,-1.7,1882.112
12/20/2008,3.9,1,-0.6,-5.6,2242.502
12/21/2008,4.3,14.7,2.8,-3.9,2643.61
12/22/2008,6.2,0,-2.8,-10.6,2015.808
12/23/2008,2.6,0,-0.6,-7.8,1798.088
12/24/2008,3.2,11.7,14.4,-0.6,1269.638
12/25/2008,4.4,3.3,13.9,0.6,1061.118
12/26/2008,2.3,0.5,5,0,1223.732
12/27/2008,2.3,0,8.9,5,2972.164
12/28/2008,4.2,0,18.3,8.3,1570.642
12/29/2008,3.2,0,8.3,2.8,555.278
12/30/2008,4.3,0,6.1,0.6,1195.238
12/31/2008,5.8,1,1.7,-7.8,1964.188
1/1/2009,5,0,-3.3,-9.4,1406.692
1/2/2009,2.8,0,1.1,-5,2327.51
1/3/2009,4.5,0,3.3,-1.7,1913.496
1/4/2009,3.4,0,5.6,-3.9,1939.994
1/5/2009,3.1,0,6.1,3.3,1604
1/6/2009,3,2,3.3,-0.6,1689.862
1/7/2009,4.7,30.2,3.3,-0.6,2080.272
1/8/2009,5.1,0,3.3,-1.7,1633.27
1/9/2009,4.3,0,0,-3.3,1788.702
1/10/2009,3,3.6,-1.1,-5,2102.948
1/11/2009,3.1,4.8,-0.6,-4.4,1975.988
1/12/2009,2.8,0,0.6,-6.1,1589.278
1/13/2009,2.4,0,5,-2.2,2182.6
1/14/2009,3.8,0,2.2,-8.9,1776.282
1/15/2009,3.4,1.3,-5.6,-9.4,1564.068
1/16/2009,4.1,0,-8.9,-12.8,2766.554
1/17/2009,2.5,0,-5.6,-14.4,3317.82
1/18/2009,2.4,4.6,1.7,-5.6,3154.194
1/19/2009,1,4.6,0.6,-3.3,1699.866
1/20/2009,2.7,0,-1.7,-7.2,1738.028
1/21/2009,3.7,0,-3.3,-8.3,1739.434
1/22/2009,3,0,2.8,-6.7,1237.356
1/23/2009,2.2,0,8.3,-0.6,1910.536
1/24/2009,5.1,0,7.8,-8.3,2200.77
1/25/2009,2.8,0,-2.8,-10.6,2843.664
1/26/2009,2.2,0,-1.7,-7.2,1674.472
1/27/2009,1.9,0,-1.7,-3.9,1425.03
1/28/2009,4.3,24.6,5,-4.4,2721.734
1/29/2009,3.8,0,2.2,-3.3,1573.698
1/30/2009,3,0,1.7,-3.3,2059.038
1/31/2009,3.8,0,-2.8,-6.7,3312.852
2/1/2009,3.4,0,11.1,-3.3,1807.46
2/2/2009,2.3,0,11.7,1.1,1603.3
2/3/2009,3.6,8.9,1.1,-3.9,1868.39
2/4/2009,3.4,0,-1.1,-8.3,2460.924
2/5/2009,4.3,0,-5,-11.1,1649.088
2/6/2009,2.4,0,0,-9.4,2048.396
2/7/2009,1.7,0,10,-2.2,3131.536
2/8/2009,4.3,0,14.4,3.3,2182.866
2/9/2009,2.6,0,7.2,0.6,1706.638
2/10/2009,1.7,0,10,1.7,1943.822
2/11/2009,2,0.8,18.3,7.2,2639.39
2/12/2009,6,3,13.9,6.7,1968.66
2/13/2009,5.4,0,6.7,-0.6,1690.022
2/14/2009,2.8,0,5,-2.2,2332.594
2/15/2009,3.2,0,5.6,-2.2,1586.032
2/16/2009,2.4,0,4.4,-2.2,1318.994
2/17/2009,2.2,0,4.4,-4.4,781.698
2/18/2009,2.5,8.1,6.7,0,826.45
2/19/2009,4.1,0,10,-2.8,737.268
2/20/2009,6.1,0,0.6,-5,1880.736
2/21/2009,3.4,0,5.6,-3.3,1316.184
2/22/2009,4,1.8,6.7,-0.6,2238.478
2/23/2009,6,0,1.1,-4.4,2733.656
2/24/2009,4.3,0,2.8,-5.6,1783.144
2/25/2009,1.9,0,5.6,-4.4,1169.844
2/26/2009,2.1,0,10,1.7,1156.852
2/27/2009,3.6,1,16.1,6.1,2028.918
2/28/2009,4.2,0,12.2,-0.6,1630.75
3/1/2009,4.4,3.8,2.2,-2.2,2467.626
3/2/2009,4.9,12.4,-2.2,-8.9,1477.442
3/3/2009,5.2,0,-3.3,-11.1,1848.952
3/4/2009,2.6,0,1.1,-7.8,1842.13
3/5/2009,1.8,0,6.1,-2.2,1441.812
3/6/2009,3.6,0.3,12.8,3.3,1783.474
3/7/2009,2,0,21.1,10.6,1696.466
3/8/2009,3.2,0,17.8,9.4,2357.166
3/9/2009,3.5,2.5,9.4,3.3,1685.556
3/10/2009,2.3,0.3,8.3,2.8,1836.21
3/11/2009,3.3,0,14.4,5,2405.904
3/12/2009,4.1,0,6.7,0,1887.26
3/13/2009,2.8,0,4.4,-2.8,1445.52
3/14/2009,2.2,0,10.6,0,2149.028
3/15/2009,1,0,10.6,5.6,1942.062
3/16/2009,2.8,0,8.3,4.4,1334.732
3/17/2009,2.6,0,12.8,2.2,1931.91
3/18/2009,3.6,0,17.8,5,1450.68
3/19/2009,2,3.3,11.7,5.6,1191.532
3/20/2009,3.4,1,7.8,0.6,1463.906
3/21/2009,3,0,9.4,-0.6,1930.022
3/22/2009,3.8,0,12.2,1.7,1689.17
3/23/2009,3.9,0,6.7,-1.7,1296.45
3/24/2009,3.6,0,10,-2.8,1661.712
3/25/2009,2.5,0,11.1,1.7,1838.774
3/26/2009,2.1,10.2,7.2,5.6,1211.004
3/27/2009,2.1,0,17.2,6.7,1713.926
3/28/2009,3.5,1.3,14.4,6.7,2260.976
3/29/2009,3.4,9.4,11.1,5.6,2216.65
3/30/2009,5.4,0,11.7,5,1477.452
3/31/2009,3.2,0,15.6,3.3,1823.482
4/1/2009,3,9.1,9.4,6.1,1641.14
4/2/2009,2.5,0.3,17.8,6.7,1644.334
4/3/2009,3.7,23.1,16.1,8.9,1363.26
4/4/2009,6.6,0,12.2,8.3,2191.232
4/5/2009,3.4,0,18.3,7.2,1375.716
4/6/2009,2.8,14.2,12.8,7.2,1452.634
4/7/2009,4.3,0,9.4,3.9,1440.092
4/8/2009,2.8,0,8.9,1.7,1534.6
4/9/2009,2.2,0,17.2,5,1890.472
4/10/2009,2.2,0,15,7.2,1842.114
4/11/2009,3.8,14.2,10,5,2462.446
4/12/2009,4.4,0,9.4,2.2,2141.012
4/13/2009,2.9,0,13.9,1.1,1598.624
4/14/2009,4,4.3,11.1,5.6,1501.538
4/15/2009,4.2,5.1,13.9,5.6,1216.062
4/16/2009,3,0,17.8,6.7,1564.524
4/17/2009,1.6,0,21.7,5.6,2042.81
4/18/2009,2.1,0,26.1,12.2,1512.266
4/19/2009,3.6,0,17.2,8.3,1286.468
4/20/2009,5.3,45.5,10,5.6,1486.51
4/21/2009,3,2.3,15,8.9,1894.598
4/22/2009,2.4,1,13.3,8.3,1496.198
4/23/2009,3.8,0,13.9,6.1,1141.46
4/24/2009,1.8,0,22.2,8.3,1194.048
4/25/2009,2,0,31.1,11.1,2022.284
4/26/2009,1.8,0,33.3,19.4,1781.626
4/27/2009,2.7,0,28.9,14.4,1351.628
4/28/2009,4,0,32.2,20.6,1706.386
4/29/2009,3.3,0,20.6,9.4,1664.68
4/30/2009,1.9,0,16.1,8.9,1834.762
5/1/2009,3.1,10.7,21.7,11.7,1512.802
5/2/2009,2.2,2.8,20,12.2,1393.91
5/3/2009,1.4,10.4,15.6,11.1,1608.878
5/4/2009,2,8.9,13.9,10.6,1667.882
5/5/2009,4.1,7.9,12.2,10.6,1731.474
5/6/2009,2.2,29.2,18.3,9.4,1349.902
5/7/2009,1.5,26.9,21.1,10.6,1012.648
5/8/2009,1.3,0,23.3,13.3,1857.156
5/9/2009,2.1,15.7,24.4,14.4,1261.352
5/10/2009,4.5,0,21.1,12.2,1966.552
5/11/2009,2.1,0,18.9,10,1517.176
5/12/2009,1.5,0,20.6,10,1625.956
5/13/2009,2.4,0,19.4,9.4,1246.398
5/14/2009,3.4,1.3,19.4,13.3,1606.984
5/15/2009,1.3,0,24.4,15.6,1422.226
5/16/2009,2.2,4.1,21.7,14.4,2007.378
5/17/2009,2.9,1,18.9,11.1,1543.764
5/18/2009,2.3,0,14.4,9.4,1209.906
5/19/2009,1.9,0,20.6,6.1,1617.344
5/20/2009,2.2,0,27.8,11.1,1307.162
5/21/2009,3,0,30,15.6,1575.15
5/22/2009,2.8,0,28.9,16.7,1074.806
5/23/2009,,0,22.8,15.6,1530.598
5/24/2009,,0,28.3,15.6,1287.786
5/25/2009,,0,27.2,17.2,1354.096
5/26/2009,,0,18.9,11.7,1337.674
5/27/2009,1,0,18.3,11.7,1544.292
5/28/2009,0.1,1.5,16.1,13.3,1179.736
5/29/2009,0.7,10.9,23.3,12.8,1242.846
5/30/2009,,0,25,15.6,1659.106
5/31/2009,,0,27.2,13.9,956.89
6/1/2009,2.3,0,21.7,10,1443.26
6/2/2009,1.8,1.5,26.7,16.1,1090.638
6/3/2009,1.6,12.7,22.2,12.2,1356.578
6/4/2009,1.1,13.7,20,12.8,1035.66
6/5/2009,3.2,23.9,15.6,12.8,1230.36
6/6/2009,1.6,0,24.4,13.9,1475.45
6/7/2009,1.9,0,27.8,17.2,1207.392
6/8/2009,2.6,0.5,23.9,16.7,1178.776
6/9/2009,2.3,46.5,21.7,15.6,1332.85
6/10/2009,2.7,0,19.4,15,1602.996
6/11/2009,2.9,4.1,17.8,15,1300.65
6/12/2009,1.3,15.5,26.7,16.7,1101.732
6/13/2009,1.9,3.3,22.8,16.1,14.218
6/15/2009,1.4,12.7,22.2,13.9,771.908
6/16/2009,2.6,0,21.1,13.3,1508.792
6/17/2009,2.2,0,20,12.8,988.016
6/18/2009,2.8,58.4,17.8,15.6,1165.7
6/19/2009,1.4,0,25,17.2,1086.866
6/20/2009,1.6,7.1,21.7,17.2,1107.1
6/21/2009,2.8,11.4,25.6,17.2,855.142
6/22/2009,3.3,0,23.9,18.3,1094.098
6/23/2009,2.3,0,26.7,18.9,1039.214
6/24/2009,1.2,7.6,24.4,18.3,1534.874
6/25/2009,1.3,0,26.7,17.8,771.362
6/26/2009,,18.5,28.3,17.8,1277.322
6/27/2009,,0.5,27.2,17.2,1709.052
6/28/2009,,0,27.8,17.8,1059.394
6/29/2009,2.4,0,27.2,18.3,1010.134
6/30/2009,1.6,16.8,28.9,18.3,1192.446
7/1/2009,2.3,0,27.2,18.9,1218.342
7/2/2009,1.9,15.2,24.4,18.9,1242.578
7/3/2009,2.2,0,25.6,18.3,864.148
7/4/2009,3.2,0,26.1,18.9,1238.568
7/5/2009,2,0,26.1,16.1,1410.736
7/6/2009,1.7,0,28.3,17.2,954.26
7/7/2009,2.3,3.3,26.1,16.1,1110.136
7/8/2009,2.2,0,25,14.4,1234.4
7/9/2009,3.5,0,22.8,16.1,846.252
7/10/2009,2,0,25.6,15.6,1187.118
7/11/2009,2.5,8.4,25.6,17.2,993.968
7/12/2009,2.2,0.5,27.2,17.8,513.478
7/13/2009,1.4,0,26.1,16.1,496.746
7/14/2009,2.2,0,26.1,16.1,911.43
7/15/2009,1.6,0,27.8,17.2,718.074
7/16/2009,2.2,0,28.9,21.1,599.554
7/17/2009,1.9,5.3,30,20,731.808
7/18/2009,2.9,0.5,28.3,20,966.41
7/19/2009,2.1,0,27.2,17.8,1203.644
7/20/2009,2,0,27.2,19.4,662.486
7/21/2009,2.8,29,21.7,17.8,813.762
7/22/2009,1.3,0,27.8,17.8,739.532
7/23/2009,3.4,9.9,25,17.8,1030
7/24/2009,2.1,0.5,25.6,17.2,561.738
7/25/2009,2.2,0,28.3,18.9,536.688
7/26/2009,2.1,36.1,28.9,19.4,543.016
7/27/2009,1.7,15.2,28.3,20,688.566
7/28/2009,1.3,0,29.4,21.7,902.85
7/29/2009,2.2,38.6,28.3,21.1,902
